memory-size,overcrowding-threshold 
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,60.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
10.0,70.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,40.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
15.0,50.0
